Part no./SKU,Brand,Name,Descrption,MRP,Category,Sub Category,Class,Make,Model,Year,Engine,Power (hp),Fuel type,Engine type,Date,Part Type
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,SANTA FE (CM) 2ND GEN 2.2L,06.2011 - 09.2013,2.2 L,197 h.p.,Diesel,D4HB,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,SONATA (NF) EMBERA/TRANSFORM 5TH GEN 2.0L TRANSFORM,12.2008 - 08.2011,2 L,148 h.p.,Diesel,D4EA,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,SONATA (NF) EMBERA/TRANSFORM 5TH GEN 2.4L TRANSFORM,12.2008 - 08.2011,2.4 L,173 h.p.,Petrol,G4KE,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,SONATA (YF) FLUIDIC 6TH GEN 2.4L,02.2012 - 10.2014,2.4 L,181 h.p.,Petrol,G4KC,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,107 h.p.,Petrol,G4FA,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,90 h.p.,Diesel,D4FC,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,128 h.p.,Diesel,D4FB,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,123 h.p.,Petrol,G4FC,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.4L,12.2014 - 08.2017,1.4 L,107 h.p.,Petrol,G4FA,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.4L,12.2014 - 08.2017,1.4 L,90 h.p.,Diesel,D4FC,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.6L,12.2014 - 08.2017,1.6 L,128 h.p.,Diesel,D4FB,,
95420-3K200,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY TRUNK,2138,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.6L,12.2014 - 08.2017,1.6 L,123 h.p.,Petrol,G4FC,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ACTIVE 2ND GEN 1.2L,03.2015 - 03.2018,1.2 L,83 h.p.,Petrol,G4LA,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ACTIVE 2ND GEN 1.4L,03.2015 - 03.2018,1.4 L,90 h.p.,Diesel,D4FC,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN 1.2L,08.2014 - 02.2018,1.2 L,83 h.p.,Petrol,G4LA,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN 1.4L,08.2014 - 02.2018,1.4 L,90 h.p.,Diesel,D4FC,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.2L ASTA(O),08.2018 - 07.2020,1.2 L,82 h.p.,Petrol,G4LA,,
95420-C7000,Hyundai/Kia,,ANTENNA ASSY-SMARTKEY,2357,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.4L ASTA(O),08.2018 - 07.2020,1.4 L,89 h.p.,Diesel,D4FC,,
95420-1J700,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,2794,Electrical Components,Information and Communication System,,Hyundai,I20 1ST GEN F/L 1.4L,03.2012 - 07.2014,1.4 L,90 h.p.,Diesel,D4FC,,
95420-1J700,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,2794,Electrical Components,Information and Communication System,,Hyundai,I20 1ST GEN F/L 1.4L,03.2012 - 01.2014,1.4 L,101 h.p.,Petrol,G4FA,,
95420-1J700,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,2794,Electrical Components,Information and Communication System,,Hyundai,I20 1ST GEN F/L 1.2L,03.2012 - 07.2014,1.2 L,83 h.p.,Petrol,G4LA,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.4L E PLUS,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.4L S,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.6L E PLUS,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96213-C9000,Hyundai/Kia,,BODY ASSY-ANTENNA,2815,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.6L EX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96213-1R000,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,3139,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.4L,12.2014 - 08.2017,1.4 L,107 h.p.,Petrol,G4FA,,
96213-1R000,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,3139,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.4L,12.2014 - 08.2017,1.4 L,90 h.p.,Diesel,D4FC,,
96213-1R000,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,3139,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.6L,12.2014 - 08.2017,1.6 L,128 h.p.,Diesel,D4FB,,
96213-1R000,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,3139,Electrical Components,Information and Communication System,,Hyundai,VERNA FLUIDIC 4TH GEN F/L 1.6L,12.2014 - 08.2017,1.6 L,123 h.p.,Petrol,G4FC,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ACTIVE 2ND GEN 1.2L,03.2015 - 03.2018,1.2 L,83 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ACTIVE 2ND GEN 1.4L,03.2015 - 03.2018,1.4 L,90 h.p.,Diesel,D4FC,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN 1.2L,08.2014 - 02.2018,1.2 L,83 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN 1.4L,08.2014 - 02.2018,1.4 L,90 h.p.,Diesel,D4FC,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.2L SPORTZ,08.2018 - 07.2020,1.2 L,82 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.2L SPORTZ(O),08.2018 - 07.2020,1.2 L,82 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.2L MAGNA EXECUTIVE,08.2018 - 07.2020,1.2 L,82 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.2L ERA,08.2018 - 07.2020,1.2 L,82 h.p.,Petrol,G4LA,,
96200-C7050,Hyundai/Kia,,ANTENNA ASSY-ROOF,3286,Electrical Components,Information and Communication System,,Hyundai,I20 ELITE 2ND GEN F/L 1.4L MAGNA PLUS,08.2018 - 07.2020,1.4 L,89 h.p.,Diesel,D4FC,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,D3FA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.0L LPG/CNG,08.2013 - 11.2016,1 L,66 h.p.,CNG,B3LA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 F/L 1.2L,12.2016 - 11.2019,1.2 L,75 h.p.,Diesel,CRDi,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 F/L 1.2L,12.2016 - 11.2019,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,3DFA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.0L LPG,08.2013 - 11.2016,1 L,69 h.p.,Petrol,B3LA,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,74 h.p.,Diesel,CRDi,,
96200-B4100,Hyundai/Kia,,ANTENNA ASSY - ROOF,4584,Electrical Components,Information and Communication System,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
96210-A0300R6D,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,9599,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96210-A0300R6D,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,9599,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96210-A0300R6D,Hyundai/Kia,,ANTENNA ASSY-COMBINATION,9599,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96210-1C500,Hyundai/Kia,,"POLE-ROOF ANTENNA, INFAC",744,Electrical Components,Information and Communication System,,Hyundai,GETZ 1ST GEN 1.1L,01.2004 - 02.2007,1.1 L,61 h.p.,Petrol,"G4HG,G4HD",,
96210-1C500,Hyundai/Kia,,"POLE-ROOF ANTENNA, INFAC",744,Electrical Components,Information and Communication System,,Hyundai,GETZ 1ST GEN 1.3L,01.2004 - 02.2007,1.3 L,82 h.p.,Petrol,G4EA,,
96210-C4000,Hyundai/Kia,,COVER-ROOF ANTENNA,869,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L ERA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96210-C4000,Hyundai/Kia,,COVER-ROOF ANTENNA,869,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
96210-C4000,Hyundai/Kia,,COVER-ROOF ANTENNA,869,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96210-1C000,Hyundai/Kia,,"ANTENNA ASSY-ROOF, INFAC",885,Electrical Components,Information and Communication System,,Hyundai,GETZ 1ST GEN 1.1L,01.2004 - 02.2007,1.1 L,61 h.p.,Petrol,"G4HG,G4HD",,
96210-1C000,Hyundai/Kia,,"ANTENNA ASSY-ROOF, INFAC",885,Electrical Components,Information and Communication System,,Hyundai,GETZ 1ST GEN 1.3L,01.2004 - 02.2007,1.3 L,82 h.p.,Petrol,G4EA,,
95420-A0000,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,914,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
95420-A0000,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,914,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
95420-A0000,Hyundai/Kia,,ANTENNA ASSY - SMARTKEY,914,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96201-G6000,Hyundai/Kia,,POLE-ROOF ANTENNA,1225,Electrical Components,Information and Communication System,,Hyundai,VENUE 1.2L,05.2019 - 01.2020,1.2 L,83 h.p.,Petrol,KAPPA MPI,,
96201-G6000,Hyundai/Kia,,POLE-ROOF ANTENNA,1225,Electrical Components,Information and Communication System,,Hyundai,VENUE 1.0L S AT,05.2019 - 06.2022,1 L,120 h.p.,Petrol,KAPPA TURBO,,
96200-0X600,Hyundai/Kia,,ANTENNA ASSY - ROOF,1395,Electrical Components,Information and Communication System,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
96200-0X600,Hyundai/Kia,,ANTENNA ASSY - ROOF,1395,Electrical Components,Information and Communication System,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.2L,01.2020 - 01.2023,1.2 L,81 h.p.,Petrol,KAPPA DUAL VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.2L,01.2020 - 01.2023,1.2 L,73.5 h.p.,Diesel,ECO TORQ,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.0L,01.2020 - 01.2023,1 L,98.6 h.p.,Petrol,TURBO GDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.2L,01.2020 - 01.2023,1.2 L,68 h.p.,CNG,KAPPA DUAL VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.2L AT,01.2020 - 01.2023,1.2 L,81 h.p.,Petrol,KAPPA DUAL VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,AURA 1.2L AT,01.2020 - 01.2023,1.2 L,73.5 h.p.,Diesel,ECO TORQ,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.4L E PLUS,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.4L S,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.6L E PLUS,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,CRETA 1ST GEN F/L 1.6L EX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,EON 0.8L,01.2011 - 09.2019,0.8 L,56 h.p.,Petrol,G3HG,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,EON 1.0L,01.2011 - 09.2019,1 L,69 h.p.,Petrol,DOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,D3FA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,GRAND I10 1.0L LPG/CNG,08.2013 - 11.2016,1 L,66 h.p.,CNG,B3LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I20 3RD GEN 1.2L,11.2020 - 08.2023,1.2 L,83 h.p.,Petrol,G4LF,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I20 3RD GEN 1.5L,11.2020 - 08.2023,1.5 L,100 h.p.,Diesel,D4FA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I20 3RD GEN 1.2L AT,11.2020 - 08.2023,1.2 L,88 h.p.,Petrol,G4LF,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I20 3RD GEN 1.0L N LINE AT,09.2021 - 08.2023,1 L,120 h.p.,Petrol,G3LC,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,I20 3RD GEN 1.0L N LINE,09.2021 - 08.2023,1 L,120 h.p.,Petrol,G3LC,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTA FE (DM) 3RD GEN 2.2L,12.2013 - 09.2017,2.2 L,197 h.p.,Diesel,D4HB,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L ASTA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,TUCSON 1ST GEN 2.0L TURBO,04.2004 - 12.2006,2 L,150 h.p.,Diesel,D4EA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,TUCSON 1ST GEN 2.0L,10.2006 - 04.2008,2 L,113 h.p.,Diesel,D4EA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VENUE 1.2L,05.2019 - 01.2020,1.2 L,83 h.p.,Petrol,KAPPA MPI,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VERNA 3RD GEN 1.6L,09.2006 - 09.2009,1.6 L,112 h.p.,Petrol,G4ED,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VERNA 3RD GEN 1.5L,09.2006 - 09.2009,1.5 L,110 h.p.,Diesel,D4FA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VERNA 3RD GEN F/L 1.6L,09.2009 - 11.2011,1.6 L,112 h.p.,Petrol,G4ED,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VERNA 3RD GEN F/L 1.5L TCI,09.2009 - 11.2011,1.5 L,111 h.p.,Diesel,D4FA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,VERNA 3RD GEN F/L 1.5L TCI AT,09.2009 - 11.2011,1.5 L,111 h.p.,Diesel,D4FA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,3DFA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,XCENT 1.0L LPG,08.2013 - 11.2016,1 L,69 h.p.,Petrol,B3LA,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,74 h.p.,Diesel,CRDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,KIA,SONET 1.2L,09.2020 - now,1.2 L,83 h.p.,Petrol,GDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,KIA,SONET 1.0L DCT,12.2020 - now,1 L,120 h.p.,Petrol,T-GDi,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,KIA,SONET 1.5L,12.2020 - now,1.5 L,100 h.p.,Diesel,CRDi WGT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,KIA,SONET 1.5L AT,12.2020 - now,1.5 L,115 h.p.,Diesel,CRDi VGT,,
96263-2F000,Hyundai/Kia,,POLE-ROOF ANTENNA,1437,Electrical Components,Information and Communication System,,KIA,SONET 1.0L,12.2020 - now,1 L,120 h.p.,Petrol,T-GDi,,
96233-22500,Hyundai/Kia,,ROD ASSY-ROD ANTENNA,1457,Electrical Components,Information and Communication System,,Hyundai,TERRACAN (HP) 2.9L,01.2003 - 09.2005,2.9 L,150 h.p.,Diesel,CRDi,,
